0,King D.
1,Rachidi Y.
2,Cruciat A.
3,Trongcharoenchaikul W.
4,Ghedin R.
5,Peralta J.
6,Dorsch B.
7,Bublik A.
8,Salva B.
9,Gonzalez P.
10,Rocha D.
11,Miranda I.
12,Ondruska M.
13,Alcaide G.
14,Palmer J.
15,Tecau H.
16,Coppejans K.
17,Petrovic D.
18,Filippini M.
19,Authom M.
20,Haas P.
21,Koderisch C.
22,Dreekmann H.
23,Sun P.
24,Tramacchi P.
25,Eleskovic E.
26,Opelka R.
27,Desein N.
28,Aranguren J.M.
29,Prieto S.
30,O'Brien A.
31,Scholtz N.
32,Abdulla M.
33,Del Bonis F.
34,Marray J.
35,Golding O.
36,Bloomfield R.
37,Klaasen R.
38,Mlynarik Z.
39,Khaddari H.
40,Hemery C.
41,Brizzi A.
42,Mesaros K.
43,Trusendi W.
44,Delic M.
45,Crabb J.
46,Demoliner M.
47,Hocevar R.
48,El Aarej M.
49,Junaid R.
50,Dell'Acqua M.
51,Lindell C.
52,Siriluethaiwattana P.
53,Vovk S.
54,Tipsarevic J. 
55,Mota B.
56,Zhang Y.
57,Lopez-Moron A.
58,Aguilar J.
59,Bowles C.
60,Martin D.
61,Strode B.
62,Bryan M.
63,Motomura G.
64,Eubanks C.
65,Hernandez O. 
66,Olejniczak D.
67,Middelkoop M.
68,Meister N.
69,Pfeiffer K.
70,Prodon E.
71,Thomas J.
72,Harper-Griffith L.
73,March O.
74,Cherkasov A.
75,Vicente M.
76,Luncanu P.A.
77,Piccari F.
78,Wawrinka S. 
79,Yoon Y.
80,Bohli S. 
81,Harsanyi P.
82,Mcdonald M.
83,Ellwood B.
84,Patriarca D.
85,Buchanan C.
86,De Heart R.
87,Trifu G.
88,Ledovskikh M.
89,Lindahl N.
90,Freelove O.
91,Hadad A.
92,Nedunchezhiyan J.
93,Niemeyer F.
94,Mitchell B.
95,Isner J. 
96,Ferrero J.C. 
97,Davletshin V.
98,Rubin N.
99,Monaco J. 
100,Biryukov M.
101,Basic M.
102,Munoz de La Nava D.
103,Wassen R.
104,Eagle J.
105,Marin L.
106,Srichaphan N.
107,Clayton A.
108,Trujillo G.
109,Lu Y.
110,Sorensen L.
111,Ullyett K.
112,Moriya H.
113,Diez S.
114,Korteling S.
115,Ittogi T.
116,Smith A.
117,Hutchins R.
118,Matsukevitch D.
119,Medvedev D.
120,Gomez-Herrera C.
121,Ram A.
122,Gomez E.
123,Economidis K.
124,Cook L.
125,Yu X.Y.
126,Lammer M. 
127,McClune M.
128,Terachi T.
129,Minar J.
130,Schuettler R. 
131,Uebel L.
132,Koellerer D. 
133,Weinzierl J.
134,Burrieza O.
135,Burquier G.
136,Kondo H.
137,Traykov I.
138,Marti J.
139,Bubka S.
140,Brasington J.
141,Munar J.
142,Olaso G.
143,Bolt A.
144,Ogorodov O.
145,Mankad H.
146,Chvojka E.
147,Hirigoyen I.
148,Tuksar S.
149,Sirianni J.
150,Golovanov D.
151,Eysseric J.
152,Flygt K.
153,Quigley E.
154,Witten J.
155,Arnaboldi A.
156,Gambill J. M.
157,Condor F.
158,Munoz De La Nava D.
159,Guez D.
160,Sanchez M.
161,Lejnieks K.
162,MacPhie B.
163,Guzman J.
164,Milligan L.
165,Willis M.
166,Vasek R.
167,Hellstrom M.
168,Weintraub A.
169,Skugor F.
170,Marrai M.
171,Roux L.
172,Zhang Zh.
173,Marti Y.
174,Ehrat S.
